List of Rectangle Side Lengths, Number of Blockers, and Ratios R(m,n;r):

Side Lengths: 4 x 2
Number of Blockers | Ratio
34 | 1.0721282835222372
35 | 1.0
36 | 1.0694338650173392
37 | 1.0
38 | 1.0670640150010438
39 | 1.0
40 | 1.0649731124325952
41 | 1.0
42 | 1.0631243010305798
43 | 1.0
44 | 1.061487537988535
45 | 1.0
46 | 1.0600381479662662
47 | 1.0
48 | 1.0587557368731737
49 | 1.0
50 | 1.0576233660697079
51 | 1.0
52 | 1.0566269179328165
53 | 1.0
54 | 1.0557546040532686
55 | 1.0
56 | 1.0549965811960116
57 | 1.0
58 | 1.0543446497687072
59 | 1.0
60 | 1.0537920163154635
61 | 1.0
62 | 1.0533331063954907
63 | 1.0
64 | 1.0529634177227656
65 | 1.0
66 | 1.0526794060374984
67 | 1.0
68 | 1.0524783981298866
69 | 1.0
70 | 1.0523585279336576
71 | 1.0
72 | 1.0523186927881887


Side Lengths: 18 x 10
Number of Blockers | Ratio
1 | 1.0
2 | 1.7252747252747254
3 | 1.0
4 | 1.4294721526149867
5 | 1.0
6 | 1.3020374747452579
7 | 1.0
8 | 1.2339719482518612
9 | 1.0
10 | 1.1917569244396835
11 | 1.0
12 | 1.1630504249060245
13 | 1.0
14 | 1.142283482231164
15 | 1.0
16 | 1.1265777192807425
17 | 1.0
18 | 1.114296176545096
19 | 1.0
20 | 1.1044394007736629
21 | 1.0
22 | 1.0963627338320154
23 | 1.0
24 | 1.0896317636590913
25 | 1.0
26 | 1.0839431100234886
27 | 1.0
28 | 1.0790785113302839
29 | 1.0
30 | 1.074876951383223
31 | 1.0
32 | 1.0712170658948135
33 | 1.0
34 | 1.0680056623613186
35 | 1.0
36 | 1.065170010999206
37 | 1.0
38 | 1.0626525367875017
39 | 1.0
40 | 1.0604070833435226
41 | 1.0
42 | 1.0583962312803024
43 | 1.0
44 | 1.0565893395607364
45 | 1.0
46 | 1.0549610923420816
47 | 1.0
48 | 1.0534904055142817
49 | 1.0
50 | 1.0521595933037695
51 | 1.0
52 | 1.0509537256641284
53 | 1.0
54 | 1.0498601275074904
55 | 1.0
56 | 1.0488679846896223
57 | 1.0
58 | 1.0479680312592772
59 | 1.0
60 | 1.0471522992267097
61 | 1.0
62 | 1.0464139169099618
63 | 1.0
64 | 1.0457469453822719
65 | 1.0
66 | 1.0451462450724194
67 | 1.0
68 | 1.044607366435451
69 | 1.0
70 | 1.044126460002252
71 | 1.0
72 | 1.0437002021639648
73 | 1.0
74 | 1.0433257338438504
75 | 1.0
76 | 1.0430006098207623
77 | 1.0
78 | 1.0427227569425725
79 | 1.0
80 | 1.0424904398393067
81 | 1.0
82 | 1.0423022330399312
83 | 1.0
84 | 1.0421569986327908
85 | 1.0
86 | 1.0420538688019214
87 | 1.0
88 | 1.0419922327309277
89 | 1.0
90 | 1.04197172750141


Side Lengths: 18 x 12
Number of Blockers | Ratio
1 | 1.0
2 | 1.7293577981651376
3 | 1.0
4 | 1.4282366883029438
5 | 1.0
6 | 1.3004875006931156
7 | 1.0
8 | 1.2323016892538121
9 | 1.0
10 | 1.1900004514144062
11 | 1.0
12 | 1.1612218777873236
13 | 1.0
14 | 1.140390116882373
15 | 1.0
16 | 1.1246234394079926
17 | 1.0
18 | 1.1122830135899127
19 | 1.0
20 | 1.1023682397270864
21 | 1.0
22 | 1.094233703828208
23 | 1.0
24 | 1.0874444625110866
25 | 1.0
26 | 1.0816967397937503
27 | 1.0
28 | 1.0767719631633053
29 | 1.0
30 | 1.072508859853425
31 | 1.0
32 | 1.0687858441935412
33 | 1.0
34 | 1.065509524942257
35 | 1.0
36 | 1.0626069876971844
37 | 1.0
38 | 1.0600204809212437
39 | 1.0
40 | 1.05770367541084
41 | 1.0
42 | 1.0556189792949608
43 | 1.0
44 | 1.0537355767226393
45 | 1.0
46 | 1.0520279724969674
47 | 1.0
48 | 1.0504748966994857
49 | 1.0
50 | 1.0490584695649672
51 | 1.0
52 | 1.047763557247247
53 | 1.0
54 | 1.04657726946928
55 | 1.0
56 | 1.045488563922724
57 | 1.0
58 | 1.044487931888286
59 | 1.0
60 | 1.043567146297497
61 | 1.0
62 | 1.0427190582630672
63 | 1.0
64 | 1.0419374315707992
65 | 1.0
66 | 1.0412168071541779
67 | 1.0
68 | 1.0405523914369548
69 | 1.0
70 | 1.0399399638175573
71 | 1.0
72 | 1.03937579961318
73 | 1.0
74 | 1.0388566055734696
75 | 1.0
76 | 1.0383794656795837
77 | 1.0
78 | 1.0379417954116401
79 | 1.0
80 | 1.0375413030305543
81 | 1.0
82 | 1.0371759567043255
83 | 1.0
84 | 1.0368439565326955
85 | 1.0
86 | 1.0365437107017008
87 | 1.0
88 | 1.0362738151414868
89 | 1.0
90 | 1.0360330361748036
91 | 1.0
92 | 1.0358202957359368
93 | 1.0
94 | 1.0356346588150875
95 | 1.0
96 | 1.0354753228450644
97 | 1.0
98 | 1.0353416087983798
99 | 1.0
100 | 1.0352329538056975
101 | 1.0
102 | 1.035148905142816
103 | 1.0
104 | 1.0350891154644417
105 | 1.0
106 | 1.035053339190031
107 | 1.0
108 | 1.035041429970963


Side Lengths: 18 x 14
Number of Blockers | Ratio
1 | 1.0
2 | 1.7322834645669292
3 | 1.0
4 | 1.4273465156459972
5 | 1.0
6 | 1.2993897351725672
7 | 1.0
8 | 1.2311234957919956
9 | 1.0
10 | 1.1887656802592999
11 | 1.0
12 | 1.1599409071896398
13 | 1.0
14 | 1.1390684574765704
15 | 1.0
16 | 1.1232642228867664
17 | 1.0
18 | 1.110888051457796
19 | 1.0
20 | 1.1009385445843147
21 | 1.0
22 | 1.0927697707398705
23 | 1.0
24 | 1.085946431540221
25 | 1.0
26 | 1.0801644949421305
27 | 1.0
28 | 1.0752051951223276
29 | 1.0
30 | 1.0709071070892493
31 | 1.0
32 | 1.067148520494262
33 | 1.0
34 | 1.0638359381862479
35 | 1.0
36 | 1.0608963527381563
37 | 1.0
38 | 1.058271928410193
39 | 1.0
40 | 1.0559162577315124
41 | 1.0
42 | 1.0537916743917448
43 | 1.0
44 | 1.051867290346928
45 | 1.0
46 | 1.0501175392330429
47 | 1.0
48 | 1.0485210800207614
49 | 1.0
50 | 1.0470599610961477
51 | 1.0
52 | 1.0457189753554366
53 | 1.0
54 | 1.0444851572696536
55 | 1.0
56 | 1.0433473867571017
57 | 1.0
58 | 1.042296074314645
59 | 1.0
60 | 1.0413229086129097
61 | 1.0
62 | 1.0404206525703403
63 | 1.0
64 | 1.0395829773891594
65 | 1.0
66 | 1.038804326566003
67 | 1.0
68 | 1.038079803755252
69 | 1.0
70 | 1.037405079752261
71 | 1.0
72 | 1.0367763149080993
73 | 1.0
74 | 1.0361900940795954
75 | 1.0
76 | 1.0356433718243188
77 | 1.0
78 | 1.0351334260171354
79 | 1.0
80 | 1.034657818427605
81 | 1.0
82 | 1.0342143610810401
83 | 1.0
84 | 1.0338010874492622
85 | 1.0
86 | 1.0334162276938865
87 | 1.0
88 | 1.0330581873258708
89 | 1.0
90 | 1.0327255287579786
91 | 1.0
92 | 1.0324169553178075
93 | 1.0
94 | 1.0321312973627683
95 | 1.0
96 | 1.0318675001984245
97 | 1.0
98 | 1.0316246135507499
99 | 1.0
100 | 1.0314017823832589
101 | 1.0
102 | 1.0311982388833703
103 | 1.0
104 | 1.031013295470098
105 | 1.0
106 | 1.030846338698315
107 | 1.0
108 | 1.030696823954263
109 | 1.0
110 | 1.0305642708533673
111 | 1.0
112 | 1.0304482592653328
113 | 1.0
114 | 1.030348425903378
115 | 1.0
116 | 1.0302644614246967
117 | 1.0
118 | 1.0301961079981243
119 | 1.0
120 | 1.0301431573027642
121 | 1.0
122 | 1.0301054489282497
123 | 1.0
124 | 1.0300828691535178
125 | 1.0
126 | 1.0300753500866393


Side Lengths: 18 x 16
Number of Blockers | Ratio
1 | 1.0
2 | 1.7344827586206897
3 | 1.0
4 | 1.4266747261833077
5 | 1.0
6 | 1.2985715523847279
7 | 1.0
8 | 1.2302478528284886
9 | 1.0
10 | 1.187850240090139
11 | 1.0
12 | 1.1589935843413266
13 | 1.0
14 | 1.1380935327800834
15 | 1.0
16 | 1.1222641973097396
17 | 1.0
18 | 1.1098644414670844
19 | 1.0
20 | 1.09989227438785
21 | 1.0
22 | 1.0917013842418197
23 | 1.0
24 | 1.084856215002086
25 | 1.0
26 | 1.0790525518819563
27 | 1.0
28 | 1.074071494053315
29 | 1.0
30 | 1.0697515130175557
31 | 1.0
32 | 1.0659708162877655
33 | 1.0
34 | 1.0626358393943742
35 | 1.0
36 | 1.059673518042515
37 | 1.0
38 | 1.057025967077981
39 | 1.0
40 | 1.0546467349603783
41 | 1.0
42 | 1.0524981151363961
43 | 1.0
44 | 1.0505491820282016
45 | 1.0
46 | 1.0487743336067135
47 | 1.0
48 | 1.047152194401127
49 | 1.0
50 | 1.0456647790734999
51 | 1.0
52 | 1.0442968471077774
53 | 1.0
54 | 1.0430353995416786
55 | 1.0
56 | 1.0418692825598608
57 | 1.0
58 | 1.040788872385002
59 | 1.0
60 | 1.0397858226613264
61 | 1.0
62 | 1.0388528603375378
63 | 1.0
64 | 1.0379836195260976
65 | 1.0
66 | 1.0371725053468528
67 | 1.0
68 | 1.0364145816292334
69 | 1.0
70 | 1.0357054777371382
71 | 1.0
72 | 1.0350413108255394
73 | 1.0
74 | 1.0344186206303885
75 | 1.0
76 | 1.0338343144995163
77 | 1.0
78 | 1.033285620839395
79 | 1.0
80 | 1.0327700495153727
81 | 1.0
82 | 1.0322853580266265
83 | 1.0
84 | 1.0318295225002951
85 | 1.0
86 | 1.0314007127260545
87 | 1.0
88 | 1.0309972705932404
89 | 1.0
90 | 1.0306176914054845
91 | 1.0
92 | 1.0302606076387122
93 | 1.0
94 | 1.029924774781965
95 | 1.0
96 | 1.0296090589603877
97 | 1.0
98 | 1.0293124260886664
99 | 1.0
100 | 1.0290339323434106
101 | 1.0
102 | 1.0287727157761153
103 | 1.0
104 | 1.0285279889158014
105 | 1.0
106 | 1.0282990322332528
107 | 1.0
108 | 1.028085188357841
109 | 1.0
110 | 1.0278858569538891
111 | 1.0
112 | 1.0277004901769669
113 | 1.0
114 | 1.0275285886418541
115 | 1.0
116 | 1.0273696978435232
117 | 1.0
118 | 1.0272234049806679
119 | 1.0
120 | 1.0270893361383016
121 | 1.0
122 | 1.0269671537919178
123 | 1.0
124 | 1.0268565546008868
125 | 1.0
126 | 1.0267572674631968
127 | 1.0
128 | 1.0266690518075499
129 | 1.0
130 | 1.0265916961021841
131 | 1.0
132 | 1.0265250165627915
133 | 1.0
134 | 1.0264688560445243
135 | 1.0
136 | 1.0264230831054344
137 | 1.0
138 | 1.0263875912308058
139 | 1.0
140 | 1.0263622982097615
141 | 1.0
142 | 1.0263471456572886
143 | 1.0
144 | 1.0263420986764733


Side Lengths: 20 x 2
Number of Blockers | Ratio
1 | 1.0
2 | 1.6428571428571428
3 | 1.0
4 | 1.4521531100478469
5 | 1.0
6 | 1.3378572544119944
7 | 1.0
8 | 1.275509034022966
9 | 1.0
10 | 1.2380002789642988
11 | 1.0
12 | 1.214095613791187
13 | 1.0
14 | 1.1985648809869147
15 | 1.0
16 | 1.1887795823341103
17 | 1.0
18 | 1.183356233266884
19 | 1.0
20 | 1.1816172165211336


Side Lengths: 20 x 4
Number of Blockers | Ratio
1 | 1.0
2 | 1.6951219512195121
3 | 1.0
4 | 1.4383175917975655
5 | 1.0
6 | 1.3141383897186383
7 | 1.0
8 | 1.2473191197796163
9 | 1.0
10 | 1.206056792635477
11 | 1.0
12 | 1.1782215877185622
13 | 1.0
14 | 1.1583047558751214
15 | 1.0
16 | 1.1434573026719679
17 | 1.0
18 | 1.1320605383734417
19 | 1.0
20 | 1.1231284472892897
21 | 1.0
22 | 1.1160276295684382
23 | 1.0
24 | 1.1103341260829314
25 | 1.0
26 | 1.105755025543381
27 | 1.0
28 | 1.1020831265129452
29 | 1.0
30 | 1.0991695368346937
31 | 1.0
32 | 1.0969065306680703
33 | 1.0
34 | 1.0952165500572726
35 | 1.0
36 | 1.0940450533410302
37 | 1.0
38 | 1.0933558863519661
39 | 1.0
40 | 1.0931284023743304


Side Lengths: 20 x 6
Number of Blockers | Ratio
1 | 1.0
2 | 1.7131147540983607
3 | 1.0
4 | 1.4331012131563965
5 | 1.0
6 | 1.3067781367269111
7 | 1.0
8 | 1.2391327402352221
9 | 1.0
10 | 1.1972294853562786
11 | 1.0
12 | 1.1687959417692477
13 | 1.0
14 | 1.1482847643423542
15 | 1.0
16 | 1.1328280180180443
17 | 1.0
18 | 1.1207947460502934
19 | 1.0
20 | 1.1111893703344686
21 | 1.0
22 | 1.1033699889373316
23 | 1.0
24 | 1.096904327832068
25 | 1.0
26 | 1.0914907979621695
27 | 1.0
28 | 1.086912740286098
29 | 1.0
30 | 1.0830106514221431
31 | 1.0
32 | 1.0796646564592771
33 | 1.0
34 | 1.0767830767655497
35 | 1.0
36 | 1.0742947584876394
37 | 1.0
38 | 1.0721437965527083
39 | 1.0
40 | 1.070285827929321
41 | 1.0
42 | 1.0686853788742818
43 | 1.0
44 | 1.0673139362455792
45 | 1.0
46 | 1.0661485266854491
47 | 1.0
48 | 1.0651706590981531
49 | 1.0
50 | 1.0643655320441199
51 | 1.0
52 | 1.063721438147434
53 | 1.0
54 | 1.0632293181634818
55 | 1.0
56 | 1.0628824315289438
57 | 1.0
58 | 1.0626761202472688
59 | 1.0
60 | 1.062607650287239


Side Lengths: 20 x 8
Number of Blockers | Ratio
1 | 1.0
2 | 1.7222222222222223
3 | 1.0
4 | 1.430390391669049
5 | 1.0
6 | 1.3032099335147873
7 | 1.0
8 | 1.2352408141987772
9 | 1.0
10 | 1.193096040059034
11 | 1.0
12 | 1.1644495316793702
13 | 1.0
14 | 1.143737562918829
15 | 1.0
16 | 1.128084298544565
17 | 1.0
18 | 1.1158542119224821
19 | 1.0
20 | 1.1060487422658423
21 | 1.0
22 | 1.0980238347111184
23 | 1.0
24 | 1.0913455157490568
25 | 1.0
26 | 1.0857107458220627
27 | 1.0
28 | 1.0809015444238526
29 | 1.0
30 | 1.0767571400492897
31 | 1.0
32 | 1.0731563914682802
33 | 1.0
34 | 1.070006317464185
35 | 1.0
36 | 1.0672343946874658
37 | 1.0
38 | 1.0647832548017182
39 | 1.0
40 | 1.0626069523329673
41 | 1.0
42 | 1.0606682862989374
43 | 1.0
44 | 1.0589368444124263
45 | 1.0
46 | 1.0573875525420184
47 | 1.0
48 | 1.0559995837686675
49 | 1.0
50 | 1.054755527511477
51 | 1.0
52 | 1.053640749525653
53 | 1.0
54 | 1.0526428938966599
55 | 1.0
56 | 1.0517514920081772
57 | 1.0
58 | 1.0509576530579219
59 | 1.0
60 | 1.0502538174419347
61 | 1.0
62 | 1.0496335591368238
63 | 1.0
64 | 1.0490914266821092
65 | 1.0
66 | 1.0486228149040453
67 | 1.0
68 | 1.048223861401749
69 | 1.0
70 | 1.047891363224871
71 | 1.0
72 | 1.0476227102411044
73 | 1.0
74 | 1.0474158325149845
75 | 1.0
76 | 1.0472691596637536
77 | 1.0
78 | 1.0471815906705833
79 | 1.0
80 | 1.047152473056764


Side Lengths: 20 x 10
Number of Blockers | Ratio
1 | 1.0
2 | 1.7277227722772277
3 | 1.0
4 | 1.4287323917539159
5 | 1.0
6 | 1.3011056602656197
7 | 1.0
8 | 1.232966861435479
9 | 1.0
10 | 1.1906991101940338
11 | 1.0
12 | 1.161948308756807
13 | 1.0
14 | 1.141141347598019
15 | 1.0
16 | 1.1253978344266529
17 | 1.0
18 | 1.1130796822535416
19 | 1.0
20 | 1.1031867452179993
21 | 1.0
22 | 1.0950739063840829
23 | 1.0
24 | 1.0883064290961248
25 | 1.0
26 | 1.082580689354521
27 | 1.0
28 | 1.0776782321583254
29 | 1.0
30 | 1.073437879942599
31 | 1.0
32 | 1.069738127548735
33 | 1.0
34 | 1.0664856545234978
35 | 1.0
36 | 1.063607610881144
37 | 1.0
38 | 1.0610463054703332
39 | 1.0
40 | 1.0587554671316097
41 | 1.0
42 | 1.056697560957534
43 | 1.0
44 | 1.054841827955051
45 | 1.0
46 | 1.0531628304613914
47 | 1.0
48 | 1.0516393574199283
49 | 1.0
50 | 1.0502535898191958
51 | 1.0
52 | 1.0489904569663138
53 | 1.0
54 | 1.0478371346103348
55 | 1.0
56 | 1.0467826497976076
57 | 1.0
58 | 1.0458175669435466
59 | 1.0
60 | 1.0449337363521558
61 | 1.0
62 | 1.0441240912195822
63 | 1.0
64 | 1.0433824826228024
65 | 1.0
66 | 1.0427035445221828
67 | 1.0
68 | 1.0420825826706512
69 | 1.0
70 | 1.041515482710843
71 | 1.0
72 | 1.0409986337859511
73 | 1.0
74 | 1.040528864782596
75 | 1.0
76 | 1.0401033909307025
77 | 1.0
78 | 1.0397197689535431
79 | 1.0
80 | 1.039375859325325
81 | 1.0
82 | 1.0390697944791998
83 | 1.0
84 | 1.0387999520341764
85 | 1.0
86 | 1.038564932289072
87 | 1.0
88 | 1.0383635393759285
89 | 1.0
90 | 1.038194765582233
91 | 1.0
92 | 1.0380577784470226
93 | 1.0
94 | 1.037951910315237
95 | 1.0
96 | 1.0378766501012888
97 | 1.0
98 | 1.0378316370697098
99 | 1.0
100 | 1.0378166564903288


Side Lengths: 20 x 12
Number of Blockers | Ratio
1 | 1.0
2 | 1.7314049586776858
3 | 1.0
4 | 1.4276142356963968
5 | 1.0
6 | 1.2997182434123513
7 | 1.0
8 | 1.2314756672079068
9 | 1.0
10 | 1.1891343979856497
11 | 1.0
12 | 1.1603230357036582
13 | 1.0
14 | 1.1394623183214678
15 | 1.0
16 | 1.123668850401548
17 | 1.0
18 | 1.1113028749618667
19 | 1.0
20 | 1.1013632317760114
21 | 1.0
22 | 1.0932041431216717
23 | 1.0
24 | 1.0863904155197768
25 | 1.0
26 | 1.0806180920202084
27 | 1.0
28 | 1.0756684629389173
29 | 1.0
30 | 1.0713801469661568
31 | 1.0
32 | 1.0676314690331263
33 | 1.0
34 | 1.0643289614923246
35 | 1.0
36 | 1.0613996423996774
37 | 1.0
38 | 1.0587856986859228
39 | 1.0
40 | 1.0564407435922263
41 | 1.0
42 | 1.0543271301806878
43 | 1.0
44 | 1.0524139889001025
45 | 1.0
46 | 1.0506757713495973
47 | 1.0
48 | 1.049091154206701
49 | 1.0
50 | 1.0476422035270394
51 | 1.0
52 | 1.046313730019382
53 | 1.0
54 | 1.0450927862628514
55 | 1.0
56 | 1.043968270712296
57 | 1.0
58 | 1.0429306129486255
59 | 1.0
60 | 1.041971521383632
61 | 1.0
62 | 1.041083779437606
63 | 1.0
64 | 1.0402610796754537
65 | 1.0
66 | 1.0394978879162233
67 | 1.0
68 | 1.03878933119583
69 | 1.0
70 | 1.0381311048517143
71 | 1.0
72 | 1.0375193950423858
73 | 1.0
74 | 1.0369508138068868
75 | 1.0
76 | 1.0364223443749851
77 | 1.0
78 | 1.0359312949058745
79 | 1.0
80 | 1.0354752591958094
81 | 1.0
82 | 1.035052083178678
83 | 1.0
84 | 1.0346598362667916
85 | 1.0
86 | 1.0342967867560509
87 | 1.0
88 | 1.0339613806606454
89 | 1.0
90 | 1.0336522234554961
91 | 1.0
92 | 1.0333680642957983
93 | 1.0
94 | 1.033107782356926
95 | 1.0
96 | 1.0328703749982056
97 | 1.0
98 | 1.0326549475034348
99 | 1.0
100 | 1.0324607041917087
101 | 1.0
102 | 1.0322869407258277
103 | 1.0
104 | 1.032133037473662
105 | 1.0
106 | 1.0319984538014115
107 | 1.0
108 | 1.0318827231976129
109 | 1.0
110 | 1.0317854491436784
111 | 1.0
112 | 1.0317063016613042
113 | 1.0
114 | 1.0316450144797003
115 | 1.0
116 | 1.0316013827766832
117 | 1.0
118 | 1.0315752614575275
119 | 1.0
120 | 1.0315665639444114


Side Lengths: 20 x 14
Number of Blockers | Ratio
1 | 1.0
2 | 1.7340425531914894
3 | 1.0
4 | 1.426809367596747
5 | 1.0
6 | 1.2987348356198143
7 | 1.0
8 | 1.230422436798604
9 | 1.0
10 | 1.1880326061219462
11 | 1.0
12 | 1.1591821412784247
13 | 1.0
14 | 1.138287415350613
15 | 1.0
16 | 1.1224628960349643
17 | 1.0
18 | 1.1100676434885235
19 | 1.0
20 | 1.1000997849381198
21 | 1.0
22 | 1.0919130841991131
23 | 1.0
24 | 1.0850720363159025
25 | 1.0
26 | 1.0792724625567582
27 | 1.0
28 | 1.0742954885665188
29 | 1.0
30 | 1.069979605986161
31 | 1.0
32 | 1.0662030381602665
33 | 1.0
34 | 1.062872233451308
35 | 1.0
36 | 1.0599141382692607
37 | 1.0
38 | 1.057270876635085
39 | 1.0
40 | 1.054896005073384
41 | 1.0
42 | 1.0527518242868685
43 | 1.0
44 | 1.050807415365557
45 | 1.0
46 | 1.0490371825251545
47 | 1.0
48 | 1.0474197562424201
49 | 1.0
50 | 1.0459371569275124
51 | 1.0
52 | 1.0445741496904182
53 | 1.0
54 | 1.0433177411353352
55 | 1.0
56 | 1.04215678300533
57 | 1.0
58 | 1.0410816571167354
59 | 1.0
60 | 1.040084022779907
61 | 1.0
62 | 1.0391566127148664
63 | 1.0
64 | 1.0382930669399457
65 | 1.0
66 | 1.0374877966423646
67 | 1.0
68 | 1.036735871905662
69 | 1.0
70 | 1.0360329285586796
71 | 1.0
72 | 1.0353750904555812
73 | 1.0
74 | 1.0347589042888792
75 | 1.0
76 | 1.0341812846434775
77 | 1.0
78 | 1.0336394674668787
79 | 1.0
80 | 1.0331309704934233
81 | 1.0
82 | 1.0326535594440183
83 | 1.0
84 | 1.0322052190460411
85 | 1.0
86 | 1.0317841280948776
87 | 1.0
88 | 1.0313886379194037
89 | 1.0
90 | 1.0310172537265692
91 | 1.0
92 | 1.0306686183911422
93 | 1.0
94 | 1.030341498330289
95 | 1.0
96 | 1.0300347711625408
97 | 1.0
98 | 1.0297474148996828
99 | 1.0
100 | 1.029478498460298
101 | 1.0
102 | 1.0292271733268776
103 | 1.0
104 | 1.0289926661958864
105 | 1.0
106 | 1.0287742724930236
107 | 1.0
108 | 1.0285713506450134
109 | 1.0
110 | 1.0283833170152605
111 | 1.0
112 | 1.0282096414241788
113 | 1.0
114 | 1.0280498431863978
115 | 1.0
116 | 1.0279034876066946
117 | 1.0
118 | 1.0277701828847583
119 | 1.0
120 | 1.0276495773859153
121 | 1.0
122 | 1.0275413572410166
123 | 1.0
124 | 1.027445244243918
125 | 1.0
126 | 1.0273609940195296
127 | 1.0
128 | 1.0272883944393898
129 | 1.0
130 | 1.0272272642652094
131 | 1.0
132 | 1.027177452003947
133 | 1.0
134 | 1.027138834960744
135 | 1.0
136 | 1.027111318478565
137 | 1.0
138 | 1.02709483535569
139 | 1.0
140 | 1.0270893454343357


Side Lengths: 20 x 16
Number of Blockers | Ratio
1 | 1.0
2 | 1.736024844720497
3 | 1.0
4 | 1.4262023703002764
5 | 1.0
6 | 1.2980014546060918
7 | 1.0
8 | 1.2296389405915562
9 | 1.0
10 | 1.1872147787363725
11 | 1.0
12 | 1.1583371731937995
13 | 1.0
14 | 1.1374192330441761
15 | 1.0
16 | 1.121573825304208
17 | 1.0
18 | 1.109159126155574
19 | 1.0
20 | 1.0991727325325038
21 | 1.0
22 | 1.09096806915528
23 | 1.0
24 | 1.0841094026990334
25 | 1.0
26 | 1.078292393754109
27 | 1.0
28 | 1.073298050513495
29 | 1.0
30 | 1.0689647757694736
31 | 1.0
32 | 1.0651707235070098
33 | 1.0
34 | 1.0618222863311488
35 | 1.0
36 | 1.0588463645749735
37 | 1.0
38 | 1.0561850431787774
39 | 1.0
40 | 1.053791844700359
41 | 1.0
42 | 1.0516290396402366
43 | 1.0
44 | 1.0496656816640142
45 | 1.0
46 | 1.0478761496052038
47 | 1.0
48 | 1.0462390500423346
49 | 1.0
50 | 1.0447363805400711
51 | 1.0
52 | 1.0433528840766708
53 | 1.0
54 | 1.0420755455671702
55 | 1.0
56 | 1.0408931952871223
57 | 1.0
58 | 1.039796193623652
59 | 1.0
60 | 1.0387761783411051
61 | 1.0
62 | 1.037825860362854
63 | 1.0
64 | 1.0369388575421117
65 | 1.0
66 | 1.0361095584266418
67 | 1.0
68 | 1.0353330098891749
69 | 1.0
70 | 1.0346048238857417
71 | 1.0
72 | 1.0339210996494546
73 | 1.0
74 | 1.033278358420089
75 | 1.0
76 | 1.0326734884161595
77 | 1.0
78 | 1.0321036982235086
79 | 1.0
80 | 1.031566477137312
81 | 1.0
82 | 1.0310595612781042
83 | 1.0
84 | 1.030580904525733
85 | 1.0
86 | 1.030128653491994
87 | 1.0
88 | 1.0297011258935675
89 | 1.0
90 | 1.029296791799765
91 | 1.0
92 | 1.0289142573204897
93 | 1.0
94 | 1.0285522503734257
95 | 1.0
96 | 1.0282096082293422
97 | 1.0
98 | 1.027885266583342
99 | 1.0
100 | 1.0275782499400585
101 | 1.0
102 | 1.027287663133931
103 | 1.0
104 | 1.027012683833122
105 | 1.0
106 | 1.0267525558984167
107 | 1.0
108 | 1.0265065834874834
109 | 1.0
110 | 1.0262741258107693
111 | 1.0
112 | 1.0260545924587194
113 | 1.0
114 | 1.025847439231252
115 | 1.0
116 | 1.0256521644099956
117 | 1.0
118 | 1.0254683054218825
119 | 1.0
120 | 1.025295435849579
121 | 1.0
122 | 1.0251331627501392
123 | 1.0
124 | 1.0249811242483018
125 | 1.0
126 | 1.0248389873751846
127 | 1.0
128 | 1.0247064461268702
129 | 1.0
130 | 1.0245832197206006
131 | 1.0
132 | 1.024469051029103
133 | 1.0
134 | 1.0243637051759964
135 | 1.0
136 | 1.0242669682773646
137 | 1.0
138 | 1.0241786463164333
139 | 1.0
140 | 1.0240985641399327
141 | 1.0
142 | 1.0240265645661673
143 | 1.0
144 | 1.023962507596098
145 | 1.0
146 | 1.0239062697198877
147 | 1.0
148 | 1.0238577433123717
149 | 1.0
150 | 1.0238168361118565
151 | 1.0
152 | 1.0237834707774696
153 | 1.0
154 | 1.0237575845210647
155 | 1.0
156 | 1.0237391288103825
157 | 1.0
158 | 1.0237280691408397
159 | 1.0
160 | 1.0237243848739328


Side Lengths: 20 x 18
Number of Blockers | Ratio
1 | 1.0
2 | 1.7375690607734806
3 | 1.0
4 | 1.4257282942247471
5 | 1.0
6 | 1.2974335278847218
7 | 1.0
8 | 1.2290333256042623
9 | 1.0
10 | 1.1865836701892893
11 | 1.0
12 | 1.1576862143156723
13 | 1.0
14 | 1.1367515316107413
15 | 1.0
16 | 1.1208912444020933
17 | 1.0
18 | 1.1084628424178609
19 | 1.0
20 | 1.098463511742075
21 | 1.0
22 | 1.090246415271138
23 | 1.0
24 | 1.0833756442003473
25 | 1.0
26 | 1.0775467364686635
27 | 1.0
28 | 1.0725406113963243
29 | 1.0
30 | 1.0681956052986255
31 | 1.0
32 | 1.0643898209876124
33 | 1.0
34 | 1.0610296106216672
35 | 1.0
36 | 1.0580418417666568
37 | 1.0
38 | 1.0553685721923738
39 | 1.0
40 | 1.052963301425112
41 | 1.0
42 | 1.050788280030839
43 | 1.0
44 | 1.0488125440782863
45 | 1.0
46 | 1.0470104565787546
47 | 1.0
48 | 1.0453606096388923
49 | 1.0
50 | 1.0438449873770659
51 | 1.0
52 | 1.0424483200986219
53 | 1.0
54 | 1.0411575806204185
55 | 1.0
56 | 1.0399615875358714
57 | 1.0
58 | 1.0388506898374654
59 | 1.0
60 | 1.0378165140767865
61 | 1.0
62 | 1.03685176005829
63 | 1.0
64 | 1.035950034535628
65 | 1.0
66 | 1.0351057149123768
67 | 1.0
68 | 1.034313836816613
69 | 1.0
70 | 1.0335700008097404
71 | 1.0
72 | 1.0328702945356614
73 | 1.0
74 | 1.0322112274095177
75 | 1.0
76 | 1.0315896755517817
77 | 1.0
