List of Square Side Lengths, Number of Blockers, and Ratios R(m,n;r):

Side Length: 0
Number of Blockers | Ratio


Side Length: 2
Number of Blockers | Ratio
1 | 1.0
2 | 1.0


Side Length: 4
Number of Blockers | Ratio
53 | 1.162093835173714
54 | 1.199375987431081
55 | 1.1594381262195643
56 | 1.2010978834695953
57 | 1.1569299211668358
58 | 1.1919929928658626
59 | 1.154556649021225
60 | 1.193668384760546
61 | 1.1523071915827623
62 | 1.185434691281583
63 | 1.1501716747685347
64 | 1.1870638521949284
65 | 1.1481412954246313
66 | 1.1795663535604308
67 | 1.1462081767098433
68 | 1.1811507196255115
69 | 1.1443652466439496
70 | 1.1742819160801456
71 | 1.1426061355605945
72 | 1.1758235475017278
73 | 1.140925089083736
74 | 1.1694966444780623
75 | 1.1393168939255531
76 | 1.1709979045745638
77 | 1.1377768143322076
78 | 1.1651419588845506
79 | 1.1363005374181294
80 | 1.1666053225407094
81 | 1.1348841259565732
82 | 1.161161708549631
83 | 1.133523977453979
84 | 1.1625896488116028
85 | 1.1322167885433554
86 | 1.1575094408098976
87 | 1.1309595238988388
88 | 1.1589043632517602
89 | 1.1297493890085337
90 | 1.1541463662280913
91 | 1.1285838062523923
92 | 1.1555105727503923
93 | 1.1274603938214334
94 | 1.1510398201211378
95 | 1.1263769470880691
96 | 1.1523754909299366
97 | 1.1253314220978512
98 | 1.1481620838986502
99 | 1.1243219209030773
100 | 1.149471270673052
101 | 1.1233466785003452
102 | 1.1454894711338544
103 | 1.122404051168907
104 | 1.1467740969945726
105 | 1.1214925060357943
106 | 1.1430016110790566
107 | 1.120610611718151
108 | 1.1442634745869795
109 | 1.1197570299138657
110 | 1.1406808812837592
111 | 1.1189305078290703
112 | 1.1419216627133881
113 | 1.118129871345901
114 | 1.1385119541032065
115 | 1.1173540188465707
116 | 1.1397332228809638
117 | 1.1166019156205844
118 | 1.1364814311218212
119 | 1.1158725887911929
120 | 1.1376846537322118
121 | 1.1151651227051154
122 | 1.13457754610442
123 | 1.1144786547364172
124 | 1.1357640940329508
125 | 1.1138123714613284
126 | 1.1327899218480373
127 | 1.113165505165926
128 | 1.1339610793015373
129 | 1.1125373306530237
130 | 1.131109369787018
131 | 1.1119271623184936
132 | 1.1322663410429201
133 | 1.1113343514706036
134 | 1.129527723776222
135 | 1.1107582838689034
136 | 1.1306716400837253
137 | 1.1101983774617652
138 | 1.1280377013980216
139 | 1.1096540803039476
140 | 1.1291696273995595
141 | 1.1091248686375452
142 | 1.1266327875870397
143 | 1.1086102451214221
144 | 1.1277537272570197
145 | 1.1081097371957955
146 | 1.1253071364683618
147 | 1.107622895569974
148 | 1.126418038583552
149 | 1.1071492928224966
150 | 1.1240554881502265
151 | 1.1066885221039584
152 | 1.1251572513162895
153 | 1.1062401959337913
154 | 1.1228730978658559
155 | 1.1058039450830996
156 | 1.1239665751299024
157 | 1.1053794175364131
158 | 1.1217556753683204
159 | 1.1049662775258955
160 | 1.122841678449662
161 | 1.1045642046321495
162 | 1.120699332881865
163 | 1.1041728929463028
164 | 1.1217786360535271
165 | 1.1037920502885392
166 | 1.1197005402286875
167 | 1.103421397478683
168 | 1.120773883881418
169 | 1.1030606676548282
170 | 1.118756086000964
171 | 1.1027096056363612
172 | 1.1198241799199595
173 | 1.1023679673280453
174 | 1.1178630438484523
175 | 1.1020355191621147
176 | 1.1189265702311357
177 | 1.1017120375755962
178 | 1.1170187431132552
179 | 1.1013973085203022
180 | 1.1180783593543924
181 | 1.101091127003155
182 | 1.116220743173708
183 | 1.1007932966546954
184 | 1.117277084442074
185 | 1.100503629323803
186 | 1.115466810965284
187 | 1.1002219446968176
188 | 1.1165204925940873
189 | 1.099948069939388
190 | 1.1147549012329558
191 | 1.0996818393595182
192 | 1.1158065209443089
193 | 1.0994230940903895
194 | 1.114083139140421
195 | 1.0991716817916592
196 | 1.115133279122407
197 | 1.0989274563680196
198 | 1.1134498049201333
199 | 1.0986902777039174
200 | 1.1144990337733856
201 | 1.0984600114133902
202 | 1.1128533202965132
203 | 1.0982365286040776
204 | 1.1139021948657761
205 | 1.0980197056545173
206 | 1.112292236454977
207 | 1.097809424003914
208 | 1.113341303559808
209 | 1.0976055699536225
210 | 1.1117652233630424
211 | 1.0974080344796393
212 | 1.1128150214406545
213 | 1.097216713055453
214 | 1.1112710602779208
215 | 1.0970315054846502
216 | 1.1123221209501395
217 | 1.0968523157427075
218 | 1.1108086272987059
219 | 1.0966790518274516
220 | 1.1118614768741244
221 | 1.0965116256177008
222 | 1.1103768978412676
223 | 1.0963499527396328
224 | 1.111432058762905
225 | 1.0961939524404587
226 | 1.1099749319309136
227 | 1.096043547469011
228 | 1.1110329241790178
229 | 1.0958986639628805
230 | 1.1096018702222947
231 | 1.095759231341762
232 | 1.1106632126813825
233 | 1.0956251822066894
234 | 1.1092569286683602
235 | 1.0954964522448685
236 | 1.1103221404671062
237 | 1.0953729801398302
238 | 1.1089393937706933
239 | 1.0952547074866466
240 | 1.1100089956029306
241 | 1.0951415787119718
242 | 1.1086486183526667
243 | 1.0950335409986884
244 | 1.109723133787458
245 | 1.0949305442149444
246 | 1.1083840178046804
247 | 1.0948325408473962
248 | 1.1094639745932282
249 | 1.0947394859384705
250 | 1.1081450667575574
251 | 1.0946513370274857
252 | 1.1092309981445925
253 | 1.0945680540954694
254 | 1.107931296146111
255 | 1.0944895995135369
256 | 1.1090237421933538
257 | 1.0944159379946892
258 | 1.1077422906300898
259 | 1.0943470365489127
260 | 1.1088417995594062
261 | 1.0942828644414655
262 | 1.1075776863442905
263 | 1.0942233931542422
264 | 1.1086848159082727
265 | 1.0941685963501249
266 | 1.107437168953691
267 | 1.09411844984023
268 | 1.108552487841578
269 | 1.0940729315539692
270 | 1.1073204719930887
271 | 1.0940320215118529
272 | 1.1084445612802012
273 | 1.0939957018009694
274 | 1.1072273754739865
275 | 1.0939639565530817
276 | 1.1083608301232049
277 | 1.0939367719252837
278 | 1.107157704744454
279 | 1.0939141360831799
280 | 1.108301135168695
281 | 1.0938960391865358
282 | 1.1071113295903954
283 | 1.093882473377375
284 | 1.1082653632855868
285 | 1.0938734327704898
